Título da classe de terceiro nível / quarto nível;Código;Termo
Cedência de bens móveis culturais;300.50.202;Empréstimo de peça museológica a entidade externa
Cedência de bens móveis culturais;300.50.202;Pedido de cedência de bem móvel cultural para filmagens
Aluguer ou cedência de utilização de bens móveis não culturais;300.50.203;Aluguer de bens móveis por entidades externas
Aluguer ou cedência de utilização de bens móveis não culturais;300.50.203;Comodato, utilização de bens móveis por 
Aluguer ou cedência de utilização de bens móveis não culturais;300.50.203;Concurso para aluguer de bens móveis não culturais
Aluguer ou cedência de utilização de bens móveis não culturais;300.50.203;Empréstimo de veículo a entidade externa
Aluguer ou cedência de utilização de bens móveis não culturais;300.50.203;Empréstimo temporário 
Aluguer ou cedência de utilização de bens móveis não culturais;300.50.203;Pedido de transporte 
Cedência de direitos de propriedade intelectual;300.50.204;Cedência de direito de autor
Cedência de direitos de propriedade intelectual;300.50.204;Cedência de direitos conexos
Cedência de direitos de propriedade intelectual;300.50.204;Cedência de propriedade industrial
Cedência de direitos de propriedade intelectual;300.50.204;Cedência de propriedade intelectual
Cedência de direitos de propriedade intelectual;300.50.204;Direito de autor, cedência de
Cedência de direitos de propriedade intelectual;300.50.204;Direitos conexos, cedência de
Cedência de direitos de propriedade intelectual;300.50.204;Gestão de direitos
Cedência de direitos de propriedade intelectual;300.50.204;Propriedade industrial, cedência de
Cedência de direitos de propriedade intelectual;300.50.204;Propriedade intelectual, cedência de
Processamento de pedidos de consulta e reprodução de documentos e informação;300.50.400;Consulta externa de documento
Processamento de pedidos de consulta e reprodução de documentos e informação;300.50.400;Consulta externa de informação
Processamento de pedidos de consulta e reprodução de documentos e informação;300.50.400;Consulta interna de documento
Processamento de pedidos de consulta e reprodução de documentos e informação;300.50.400;Consulta interna de informação
Processamento de pedidos de consulta e reprodução de documentos e informação;300.50.400;Devolução de documentos e processos
Processamento de pedidos de consulta e reprodução de documentos e informação;300.50.400;Devolução de livro
Processamento de pedidos de consulta e reprodução de documentos e informação;300.50.400;Pedido interno de utilização temporária de documento
Processamento de pedidos de consulta e reprodução de documentos e informação;300.50.400;Requisição externa de documento ou processo
Processamento de pedidos de consulta e reprodução de documentos e informação;300.50.400;Requisição externa de informação
Processamento de pedidos de consulta e reprodução de documentos e informação;300.50.400;Requisição interna de documento ou processo
Processamento de pedidos de consulta e reprodução de documentos e informação;300.50.400;Requisição interna de informação
Processamento de pedidos de material consumível;300.50.401;Consumível, processamento de pedido de
Processamento de pedidos de material consumível;300.50.401;Economato, pedido ao
Processamento de pedidos de material consumível;300.50.401;Material de escritório, pedido de
Processamento de pedidos de material consumível;300.50.401;Pedido ao economato
Processamento de pedidos de material consumível;300.50.401;Pedido de material de escritório
Processamento de pedidos de material consumível;300.50.401;Processamento de pedidos de material consumível
Processamento de pedidos de material consumível;300.50.401;Requisição ao economato
Processamento de pedidos de material consumível;300.50.401;Requisição interna de consumíveis
Processamento de pedidos de material e de reserva de espaços;300.50.402;Bem móvel, pedido interno de utilização temporária de 
Processamento de pedidos de material e de reserva de espaços;300.50.402;Empréstimo interno de bem móvel duradouro ou cultural
Processamento de pedidos de material e de reserva de espaços;300.50.402;Espaço, processamento de reserva de
Processamento de pedidos de material e de reserva de espaços;300.50.402;Hardware, pedido interno de utilização temporária de
Processamento de pedidos de material e de reserva de espaços;300.50.402;Máquina 
Processamento de pedidos de material e de reserva de espaços;300.50.402;Pedido interno de utilização temporária
Processamento de pedidos de material e de reserva de espaços;300.50.402;Processamento de pedido interno de material e de reserva de espaço
Processamento de pedidos de material e de reserva de espaços;300.50.402;Requisição de espaço 
Processamento de pedidos de material e de reserva de espaços;300.50.402;Requisição interna de bens móveis duradouros 
Processamento de pedidos de material e de reserva de espaços;300.50.402;Reserva de espaço 
Processamento de pedidos de material e de reserva de espaços;300.50.402;Reserva de sala 
Processamento de pedidos de material e de reserva de espaços;300.50.402;Veículo, pedido interno de utilização temporária de
Exploração económica de espaços públicos, edifícios, infraestruturas e equipamentos;300.50.600;Concurso para arrendamento de espaços públicos
Exploração económica de espaços públicos, edifícios, infraestruturas e equipamentos;300.50.600;Edifício, exploração económica de
Exploração económica de espaços públicos, edifícios, infraestruturas e equipamentos;300.50.600;Equipamento público, exploração económica de
Exploração económica de espaços públicos, edifícios, infraestruturas e equipamentos;300.50.600;Espaço público, exploração económica de
Exploração económica de espaços públicos, edifícios, infraestruturas e equipamentos;300.50.600;Exploração agrícola de terreno público 
Exploração económica de espaços públicos, edifícios, infraestruturas e equipamentos;300.50.600;Exploração de quinta pedagógica
Exploração económica de espaços públicos, edifícios, infraestruturas e equipamentos;300.50.600;Exploração de zona de lazer 
Exploração económica de espaços públicos, edifícios, infraestruturas e equipamentos;300.50.600;Exploração de zona de restauração 
Exploração económica de espaços públicos, edifícios, infraestruturas e equipamentos;300.50.600;Exploração económica de edifício
Exploração económica de espaços públicos, edifícios, infraestruturas e equipamentos;300.50.600;Exploração económica de equipamento público
Exploração económica de espaços públicos, edifícios, infraestruturas e equipamentos;300.50.600;Exploração económica de espaço público
Exploração económica de espaços públicos, edifícios, infraestruturas e equipamentos;300.50.600;Exploração económica de infraestrutura
Exploração económica de espaços públicos, edifícios, infraestruturas e equipamentos;300.50.600;Infraestrutura, exploração económica de
Exploração económica de espaços públicos, edifícios, infraestruturas e equipamentos;300.50.600;Quinta pedagógica, exploração de 
Exploração económica de espaços públicos, edifícios, infraestruturas e equipamentos;300.50.600;Zonas de lazer, exploração de 
Exploração económica de espaços públicos, edifícios, infraestruturas e equipamentos;300.50.600;Zonas de restauração, exploração de 
Exploração de recursos naturais;300.50.601;Fonte de energia convencional 
Exploração de recursos naturais;300.50.601;Fonte de energia renovável 
Exploração de recursos naturais;300.50.601;Minerais metálicos 
Exploração de recursos naturais;300.50.601;Minerais não metálicos 
Exploração de recursos naturais;300.50.601;Recursos florestais, exploração de
Controlo da utilização de bens, equipamentos e serviços;300.50.800;Controlo da devolução de bem
Controlo da utilização de bens, equipamentos e serviços;300.50.800;Controlo de acesso a bem
Controlo da utilização de bens, equipamentos e serviços;300.50.800;Controlo de bilheteira
Controlo da utilização de bens, equipamentos e serviços;300.50.800;Controlo de consumo de bens essenciais
Controlo da utilização de bens, equipamentos e serviços;300.50.800;Controlo de utilização de bem móvel
Controlo da utilização de bens, equipamentos e serviços;300.50.800;Controlo do acesso a sítio da Internet
Controlo da utilização de bens, equipamentos e serviços;300.50.800;Controlo do empréstimo de bem
Controlo da utilização de bens, equipamentos e serviços;300.50.800;Folha de visitantes
Controlo da utilização de bens, equipamentos e serviços;300.50.800;Leitura de consumos de bens essenciais
Controlo da utilização de bens, equipamentos e serviços;300.50.800;Leitura de contadores
