Ano do diploma;Tipo de diploma;N.º do diploma;Data do diploma;Título / âmbito do diploma;Link;;
2006;DL; 32/2006;15 de fevereiro;Estabelece novos limites máximos de resíduos de substâncias activas de produtos fitofarmacêuticos permitidos nos produtos agrícolas de origem vegetal, transpondo para a ordem jurídica nacional as Diretivas n.os 2004/95/CE, da Comissão, de 24 de Setembro, 2004/115/CE, da Comissão, de 15 de Dezembro, 2005/37/CE, da Comissão, de 3 de Junho, e 2005/46/CE, da Comissão, de 8 de Julho, na parte respeitante aos produtos agrícolas de origem vegetal;https://dre.pt/application/file/683932;;
2006;DL;74/2006;24 de março;Aprova o regime jurídico dos graus e diplomas do ensino superior, em desenvolvimento do disposto nos artigos 13.º a 15.º da Lei n.º 46/86, de 14 de Outubro (Lei de Bases do Sistema Educativo), bem como o disposto no n.º 4 do artigo 16.º da Lei n.º 37/2003, de 22 de Agosto (estabelece as bases do financiamento do ensino superior);https://dre.pt/application/file/671482;;
2006;DL;76-A/2006;29 de março;Actualiza e flexibiliza os modelos de governo das sociedades anónimas, adopta medidas de simplificação e eliminação de actos e procedimentos notariais e registrais e aprova o novo regime jurídico da dissolução e da liquidação de entidades comerciais;https://dre.pt/pdf1sdip/2006/03/063A01/00020190.pdf;;
2006;DL;77/2006;30 de março;Complementa a transposição da Diretiva n.º 2000/60/CE, do Parlamento Europeu e do Conselho, de 23 de outubro, que estabelece um quadro de ação comunitária no domínio da política da água;https://dre.pt/application/file/672239;;
2006;DL;79/2006;4 de abril;Aprova o Regulamento dos Sistemas Energéticos de Climatização em Edifícios;https://dre.pt/application/file/672553;;
2006;DL;80/2006;4 de abril;Aprova o Regulamento das Características de Comportamento Térmico dos Edifícios (RCCTE);https://dre.pt/application/file/672550;;
2006;DL;88/2006;23 de maio ;Regula os cursos de especialização tecnológica, formações pós-secundárias não superiores que visam conferir qualificação profissional do nível 4;https://dre.pt/application/file/633197;;
2006;DL;101/2006;6 de junho;Cria a Rede Nacional de Cuidados Continuados Integrados;https://dre.pt/application/file/354005;;
2006;DL;116-A/2006;16 de junho;Procede à criação do Sistema de Certificação Electrónica do Estado - Infra-Estrutura de Chaves Públicas e designa a Autoridade Nacional de Segurança como autoridade credenciadora nacional;https://dre.pt/application/file/548174;;
2006;DL;124/2006;28 de junho;Estabelece as medidas e ações a desenvolver no âmbito do Sistema Nacional de Defesa da Floresta contra Incêndios;http://dre.pt/pdf1sdip/2006/06/123A00/45864599.pdf;;
2006;DL;125/2006;29 de junho;Cria a «empresa on-line», através de um regime especial de constituição on-line de sociedades comerciais e civis sob forma comercial, e cria a «marca na hora», alterando o regime do Registo Nacional de Pessoas Colectivas, o Regulamento Emolumentar dos Registos e do Notariado, o Decreto-Lei n.º 8-B/2002, de 15 de Janeiro, e o Decreto-Lei n.º 111/2005, de 8 de Julho;https://dre.pt/application/file/356444;;
2006;DL;134/2006;25 de julho;Cria o Sistema Integrado de Operações de Proteção e Socorro (SIOPS);http://dre.pt/pdf1sdip/2006/07/14200/52315237.pdf;;
2006;DL;138/2006;26 de julho;Quarta alteração ao Decreto-Lei n.º 83/2000, de 11 de Maio, que aprova o regime legal da concessão e emissão do passaporte electrónico português;https://dre.pt/application/file/539276;;
2006;DL;139/2006;26 de julho;Primeira alteração ao Decreto-Lei n.º 86/2000, de 12 de Maio, que regula a organização e o funcionamento do sistema de informação do passaporte electrónico português;https://dre.pt/application/file/539172;;
2006;DL;142/2006;27 de julho;Cria o Sistema Nacional de Informação e Registo Animal (SNIRA), que estabelece as regras para identificação, registo e circulação dos animais das espécies bovina, ovina, caprina, suína e equídeos, bem como o regime jurídico dos centros de agrupamento, comerciantes e transportadores e as normas de funcionamento do sistema de recolha de cadáveres na exploração (SIRCA), revogando o Decreto-Lei n.º 338/89, de 24 de Agosto;http://dre.pt/pdf1sdip/2006/07/14400/53575369.pdf;;
2006;DL;146/2006;31 de julho;Transpõe para a ordem jurídica interna a Diretiva n.º 2002/49/CE, do Parlamento Europeu e do Conselho, de 25 de Junho, relativa à avaliação e gestão do ruído ambiente;https://dre.pt/application/file/539328;;
2006;DL;167/2006;16 de agosto;Altera o Decreto-Lei n.º 151-A/2000 de 20 de Julho, que estabelece o regime aplicável ao licenciamento de redes e estações de radiocomunicações e à fiscalização da instalação das referidas estações e da utilização do espectro;https://dre.pt/application/file/538769;;
2006;DL;176/2006;30 de agosto;Estabelece o regime jurídico dos medicamentos de uso humano, transpondo a Diretiva n.º 2001/83/CE, do Parlamento Europeu e do Conselho, de 6 de Novembro, que estabelece um código comunitário relativo aos medicamentos para uso humano, bem como as Diretivas n.os 2002/98/CE, do Parlamento Europeu e do Conselho, de 27 de Janeiro, 2003/63/CE, da Comissão, de 25 de Junho, e 2004/24/CE e 2004/27/CE, ambas do Parlamento Europeu e do Conselho, de 31 de Março, e altera o Decreto-Lei n.º 495/99, de 18 de Novembro;https://dre.pt/application/file/540322;;
2006;DL;76/2006;30 de agosto;Estabelece o regime jurídico dos medicamentos de uso humano, transpondo a Diretiva n.º2001/83/CE, que estabelece um código comunitário relativo aos medicamentos para uso humano;https://dre.pt/application/file/540322;;
2006;DL;178/2006;5 de setembro;Aprova o regime geral da gestão de resíduos, transpondo para a ordem jurídica interna a Diretiva n.º 2006/12/CE, do Parlamento Europeu e do Conselho, de 5 de Abril, e a Diretiva n.º 91/689/CEE, do Conselho, de 12 de Dezembro;https://dre.pt/application/file/539951;;
2006;DL;180/2006;6 de setembro;Quinta alteração ao Decreto-Lei n.º 93/90, de 19 de Março, que define o regime jurídico da Reserva Ecológica Nacional;https://dre.pt/application/file/539914;;
2006;DL;181/2006;6 de setembro;Estabelece o regime de limitação das emissões de compostos orgânicos voláteis (COV) resultantes da utilização de solventes orgânicos em determinadas tintas e vernizes e em produtos de retoque de veículos;https://dre.pt/application/file/539915;;
2006;DL;192/2006;26 de setembro ;Transpõe para a ordem jurídica interna a Diretiva n.º 2004/22/CE, do Parlamento Europeu e do Conselho, de 31 de Março, relativa aos instrumentos de medição;https://dre.pt/application/file/a/541521;;
2006;DL;200/2006;25 de outubro;Estabelece o enquadramento procedimental relativo à extinção, fusão e reestruturação de serviços da Administração Pública e à racionalização de efectivos;http://www.itn.pt/pt/leis/206IA06-DL200.pdf;;
2006;DL;202/2006;27 de outubro;Aprova a Lei Orgânica da Presidência do Conselho de Ministros;https://dre.pt/application/file/545676;;
2006;DL; 207/2006;27 de outubro;Lei orgânica do Ministério do Ambiente, do Ordenamento do Território e do Desenvolvimento Regional;https://dre.pt/application/file/545677;;
2006;DL; 221/2006; 8 de novembro;Transpõe para a ordem jurídica interna a Diretiva n.º 2005/88/CE relativa à aproximação das legislações dos Estados membros em matéria de emissões sonoras para o ambiente dos equipamentos para utilização no exterior;https://dre.pt/application/file/545971;;
2006;DL;220/2006;3 de novembro;Estabelece o regime jurídico de proteção social da eventualidade de desemprego dos trabalhadores por conta de outrem e revoga os Decretos-Leis n.os 119/99, de 14 de Abril, e 84/2003, de 24 de Abril;https://dre.pt/application/file/546137;;
2006;Lei;1/2006;13 de janeiro;Estatuto jurídico do Conselho Nacional de Juventude;https://dre.pt/application/file/532946;;
2006;Lei;2/2006;14 de fevereiro;Cria o Provedor do Ouvinte e o Provedor do Telespectador nos serviços públicos de rádio e de televisão;https://dre.pt/application/file/684142;;
2006;Lei; 4/2006;21 de fevereiro;Estabelece a possibilidade de concessão de garantias pessoais pelo Estado, no âmbito da operação de crédito de ajuda para os países destinatários da cooperação portuguesa.;https://dre.pt/application/file/677150;;
2006;Lei;5/2006;23 de fevereiro;Aprova o novo regime jurídico das armas e suas munições;https://dre.pt/application/file/676698;;
2006;Lei;6/2006;27 de fevereiro;Aprova o Novo Regime do Arrendamento Urbano (NRAU), que estabelece um regime especial de atualização das rendas antigas, e altera o Código Civil, o Código de Processo Civil, o Decreto-Lei n.º 287/2003, de 12 de Novembro, o Código do Imposto Municipal sobre Imóveis e o Código do Registo Predial;https://dre.pt/application/file/693940;;
2006;Lei;23/2006;23 de junho;Estabelece o regime jurídico do associativismo jovem;https://dre.pt/application/file/359431;;
2006;Lei;27/2006;3 de julho;Aprova a lei de bases da proteção civil;http://dre.pt/pdf1sdip/2006/07/12600/46964706.pdf;;
2006;Lei;37/2006;9 de agosto;Regula o exercício do direito de livre circulação e residência dos cidadãos da União Europeia e dos membros das suas famílias no território nacional e transpõe para a ordem jurídica interna a Diretiva n.º 2004/38/CE, do Parlamento Europeu e do Conselho, de 29 de Abril;https://dre.pt/application/file/538539;;
2006;Lei;40/2006;25 de agosto;Lei das Precedências do Protocolo do Estado Português;https://dre.pt/application/file/540696;;
2006;Lei;47/2006;28 de agosto;Define o regime de avaliação, certificação e adopção dos manuais escolares do ensino básico e do ensino secundário, bem como os princípios e objectivos a que deve obedecer o apoio sócio-educativo relativamente à aquisição e ao empréstimo de manuais escolares;https://dre.pt/pdf1sdip/2006/08/16500/62136218.pdf;;
2006;Lei;48/2006;29 de agosto;Quarta alteração à Lei de Organização e Processo do Tribunal de Contas, aprovada pela Lei n.º 98/97, de 26 de Agosto;http://dre.pt/pdf1sdip/2006/08/16600/62366263.pdf;;
2006;Lei;50/2006;29 de agosto;Aprova a lei quadro das contraordenações ambientais;http://dre.pt/pdf1sdip/2006/08/16600/62646274.pdf;;
2006;Lei;51/2006;29 de agosto;Regula a instalação e utilização de sistemas de vigilância electrónica rodoviária e a criação e utilização de sistemas de informação de acidentes e incidentes pela EP - Estradas de Portugal, E. P. E., e pelas concessionárias rodoviárias;https://dre.pt/application/file/540757;;
2006;Lei;53-B/2006;29 de dezembro;Cria o indexante dos apoios sociais e novas regras de atualização das pensões e outras prestações sociais do sistema de segurança social;https://dre.pt/application/file/197448;;
2006;Lei Orgânica;1/2006;13 de fevereiro;Lei eleitoral para a Assembleia Legislativa da Região Autónoma da Madeira;https://dre.pt/application/file/684351;;
2006;Portaria;657-A/2006;29 de junho;Aprova o Regulamento do Registo Comercial;https://dre.pt/application/file/308786;;
2006;Portaria;702/2006;13 de julho;Fixa os quantitativos das taxas a pagar pelos requerentes de autorização de colocação no mercado de produtos biocidas;https://dre.pt/application/file/537481;;
2006;Portaria;1228/2006;15 de novembro;Cria o Registo Nacional do Associativismo Jovem (RNAJ) e aprova o respectivo Regulamento;https://dre.pt/application/file/544720;;
2006;Regulamento (CE);562/2006;15 de março;estabelece o código comunitário relativo ao regime de passagem de pessoas nas fronteiras (Código das Fronteiras Schengen) (consultar ato(s) modificativo(s)).;http://eur-lex.europa.eu/legal-content/PT/TXT/HTML/?uri=URISERV:l14514&from=PT;;
2006;Regulamento (CE);1013/2006;14 de Junho;Relativo a transferências de resíduos.;http://eur-lex.europa.eu/legal-content/PT/TXT/?uri=celex%3A32006R1013;;
2006;Regulamento (CE);1083/2006;11 de julho;Estabelece disposições gerais sobre o Fundo Europeu de Desenvolvimento Regional, o Fundo Social Europeu e o Fundo de Coesão, e que revoga o Regulamento (CE) n.o 1260/1999;http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2006:210:0025:0078:PT:PDF;;
2006;Regulamento (CE);1301/2006;31 de Agosto;Estabelece normas comuns aplicáveis à administração de contingentes pautais de importação de produtos agrícolas, regidos por regimes de certificados de importação.;http://públications.europa.eu/resource/cellar/dadb6ee5-a4e6-4c6c-b897-b9cab8de757d.0016.02/DOC_1;;
2006;RCM;39/2006;21 de abril;Aprova o Programa para a Reestruturação da Administração Central do Estado;https://dre.pt/application/file/649813;;
2007;Declaração de Retificação;108/2007;11 de dezembro;ectifica o Decreto-Lei n.º 340/2007, do Ministério da Economia e da Inovação, que altera o Decreto-Lei n.º 270/2001, de 6 de Outubro, que aprova o regime jurídico da pesquisa e exploração de massas minerais (pedreiras), públicado no Diário da República, 1.ª série, n.º 197, de 12 de Outubro de 2007;https://dre.pt/application/file/628714;;
2007;Decreto;13/2007;13 de julho;Aprova o Acordo entre a República Portuguesa e o Reino de Espanha sobre Cooperação Transfronteiriça em Matéria Policial e Aduaneira, assinado em Évora em 19 de Novembro de 2005.;https://dre.pt/application/file/635974;;
2007;Decreto Regulamentar;84-A/2007;5 de novembro;Regulamenta a Lei n.º 23/2007, de 4 de Julho, que aprova o regime jurídico de entrada, permanência, saída e afastamento de cidadãos estrangeiros de território nacional;https://dre.pt/application/file/629342;;
2007;Decreto Regulamentar;84-A/2007;10 de dezembro;Estabelece o regime jurídico de gestão, acesso e financiamento no âmbito dos programas operacionais financiados pelo Fundo Social Europeu;https://dre.pt/application/file/426431;;
2007;Decreto Regulamentar;86/2007;12 de dezembro;Regula, de forma integrada, a articulação, nos espaços marítimos sob soberania e jurisdição nacional, entre autoridades de polícia, no exercício dessa autoridade, e demais entidades competentes.;https://dre.pt/application/file/628729;;
2007;Despacho;18778/2007;22 de agosto;Regula a actividade do sistema de mediação familiar;https://dre.pt/application/file/3046857;;
